episode,total_reward,x_pos,time,flag_get,loss,epsilon,steps,truncated,stuck,course,time
238,615.0,691,381,False,32.74324035644531,0.764185,387,False,False,1-1,2025-12-10 22:31:00.057027
239,635.0,722,368,False,221.39321899414062,0.76319,651,False,False,1-1,2025-12-10 22:31:04.311574
240,775.0,859,373,False,92.25611877441406,0.762195,545,False,False,1-1,2025-12-10 22:31:07.885875
241,240.0,304,393,False,131.55885314941406,0.7612,155,False,False,1-1,2025-12-10 22:31:08.888049
242,244.0,308,393,False,121.06314086914062,0.760205,147,False,False,1-1,2025-12-10 22:31:09.838158
243,635.0,722,368,False,188.32955932617188,0.7592099999999999,639,False,False,1-1,2025-12-10 22:31:13.854816
244,244.0,308,393,False,141.54049682617188,0.758215,149,False,False,1-1,2025-12-10 22:31:14.794059
245,226.0,294,389,False,72.3575439453125,0.75722,223,False,False,1-1,2025-12-10 22:31:16.191102
246,231.0,298,391,False,82.80818176269531,0.756225,179,False,False,1-1,2025-12-10 22:31:17.342490
247,649.0,722,382,False,161.33460998535156,0.7552300000000001,365,False,False,1-1,2025-12-10 22:31:19.695275
248,1290.0,1410,337,False,102.8857192993164,0.754235,1266,False,False,1-1,2025-12-10 22:31:27.892626
249,247.0,311,394,False,89.18143463134766,0.75324,121,False,False,1-1,2025-12-10 22:31:28.694202
250,245.0,307,394,False,104.4046630859375,0.752245,131,False,False,1-1,2025-12-10 22:31:29.547059
251,218.0,285,391,False,71.87066650390625,0.75125,183,False,False,1-1,2025-12-10 22:31:31.497905
252,216.0,285,388,False,63.51237869262695,0.750255,239,False,False,1-1,2025-12-10 22:31:33.026705
253,231.0,296,392,False,90.62967681884766,0.74926,161,False,False,1-1,2025-12-10 22:31:34.072031
254,229.0,295,391,False,96.82647705078125,0.748265,185,False,False,1-1,2025-12-10 22:31:35.253830
255,1031.0,1114,371,False,147.46524047851562,0.74727,579,False,False,1-1,2025-12-10 22:31:38.962220
256,217.0,283,391,False,79.15568542480469,0.746275,187,False,False,1-1,2025-12-10 22:31:40.128374
257,787.0,897,345,False,79.08256530761719,0.7452799999999999,1111,False,False,1-1,2025-12-10 22:31:47.467115
258,778.0,898,335,False,61.497222900390625,0.744285,1309,False,False,1-1,2025-12-10 22:31:55.869083
259,751.0,893,313,False,59.05142593383789,0.74329,1749,False,False,1-1,2025-12-10 22:32:07.233428
260,1290.0,1407,339,False,136.7725067138672,0.7422949999999999,1226,False,False,1-1,2025-12-10 22:32:15.378360
261,616.0,691,381,False,79.45731353759766,0.7413000000000001,389,False,False,1-1,2025-12-10 22:32:17.947614
262,230.0,295,393,False,105.29794311523438,0.740305,155,False,False,1-1,2025-12-10 22:32:18.962802
263,758.0,849,367,False,66.79301452636719,0.7393099999999999,661,False,False,1-1,2025-12-10 22:32:23.265720
